Cus.ID,Date,Cus._Location,Age,Gender,Mobile_Name,Sell_Price,Does_he/she_Come_from_Facebook_Page,Does_he/she_Followed_Our_Page,Did_he/she_buy_any_mobile_before,Did_he/she_hear_of_our_shop_before
3501,2024-09-23,Outside Rangamati,24,F,iPhone 16 Pro 256GB,26904.0,0,1,1,1
3502,2024-09-23,Inside Rangamati,41,F,iQOO Neo 9 Pro 5G 12/256,40788.0,0,0,0,1
3503,2024-09-23,Outside Rangamati,37,F,Vivo Y200 5G 6/128,23667.0,0,0,0,0
3504,2024-09-23,Inside Rangamati,25,M,iQOO Z7 5G 6/128,20616.0,0,0,0,0
3505,2024-09-23,Rangamati Sadar,45,M,iQOO Z7 5G 6/128,23895.0,1,1,0,1
3506,2024-09-23,Outside Rangamati,40,M,Galaxy M35 5G 8/128,17494.0,0,1,0,1
3507,2024-09-23,Outside Rangamati,42,F,Vivo T3x 5G 8/128,25738.0,0,0,0,0
3508,2024-09-23,Outside Rangamati,21,F,Galaxy S24 Ultra 12/256,15071.0,1,0,0,1
3509,2024-09-23,Outside Rangamati,49,F,Galaxy M35 5G 8/128,26457.0,1,1,0,1
3510,2024-09-23,Outside Rangamati,50,M,Galaxy M35 5G 8/128,74956.0,0,0,0,1
3511,2024-09-23,Rangamati Sadar,45,M,Narzo N53 4/64,24100.0,1,1,0,1
3512,2024-09-23,Rangamati Sadar,28,F,iPhone 16 Pro Max 1TB,200373.0,0,0,0,0
3513,2024-09-23,Inside Rangamati,19,F,iQOO Z7 5G 6/128,20124.0,0,0,1,0
3514,2024-09-23,Inside Rangamati,18,F,Galaxy M35 5G 8/128,14931.0,1,0,0,0
3515,2024-09-23,Outside Rangamati,41,F,Galaxy M35 5G 8/128,19026.0,0,0,0,0
3516,2024-09-23,Rangamati Sadar,28,F,Pixel 7a 8/128,19828.0,1,0,0,0
3517,2024-09-23,Inside Rangamati,23,M,Galaxy A55 5G 8/128,24091.0,0,1,0,1
3518,2024-09-23,Outside Rangamati,20,F,iPhone 16 Pro 256GB,25121.0,0,0,1,1
3519,2024-09-23,Rangamati Sadar,25,M,Vivo Y200 5G 6/128,23709.0,1,0,0,1
3520,2024-09-23,Outside Rangamati,36,F,Vivo Y200 5G 6/128,23272.0,1,0,0,0
3521,2024-09-23,Rangamati Sadar,39,M,Note 11S 6/128,17377.0,0,1,0,1
3522,2024-09-23,Rangamati Sadar,33,F,Galaxy M35 5G 8/128,20550.0,0,1,0,0
3523,2024-09-24,Rangamati Sadar,36,F,Pixel 7a 8/128,17400.0,0,1,0,1
3524,2024-09-24,Rangamati Sadar,42,M,R-70 Turbo 5G 6/128,12838.0,0,1,0,1
3525,2024-09-24,Rangamati Sadar,35,F,Pixel 7a 8/128,21935.0,1,0,0,1
3526,2024-09-24,Rangamati Sadar,30,F,Galaxy S24 Ultra 12/256,18830.0,0,0,0,1
3527,2024-09-24,Inside Rangamati,19,F,iPhone 16 Pro 256GB,16864.0,0,1,0,0
3528,2024-09-24,Inside Rangamati,47,M,Redmi Note 12 Pro 8/128,23484.0,0,0,1,1
3529,2024-09-24,Rangamati Sadar,19,F,Galaxy A55 5G 8/128,39883.0,0,1,0,0
3530,2024-09-24,Rangamati Sadar,43,F,iQOO Z7 5G 6/128,25873.0,0,0,0,1
3531,2024-09-24,Rangamati Sadar,28,F,Redmi Note 12 Pro 8/128,17988.0,0,0,0,0
3532,2024-09-24,Rangamati Sadar,45,F,Pixel 7a 8/128,44722.0,1,0,0,0
3533,2024-09-24,Outside Rangamati,42,F,Note 14 Pro 5G 8/256,18779.0,0,1,0,1
3534,2024-09-24,Inside Rangamati,40,F,iPhone 16 Pro 256GB,36114.0,1,1,0,1
3535,2024-09-24,Inside Rangamati,41,M,iPhone 16 Pro 256GB,18820.0,0,1,0,1
3536,2024-09-24,Outside Rangamati,39,F,Vivo Y200 5G 6/128,25865.0,0,0,1,1
3537,2024-09-24,Outside Rangamati,43,M,Redmi Note 12 Pro 8/128,14364.0,0,1,0,1
3538,2024-09-24,Rangamati Sadar,18,F,Galaxy A55 5G 8/128,16673.0,1,0,0,1
3539,2024-09-24,Rangamati Sadar,40,M,iPhone 16 Pro 256GB,141077.0,0,1,0,1
3540,2024-09-24,Inside Rangamati,25,M,Galaxy M35 5G 8/128,15396.0,0,1,0,0
3541,2024-09-24,Inside Rangamati,24,M,Vivo T3x 5G 8/128,26631.0,0,1,0,1
3542,2024-09-24,Outside Rangamati,20,M,Note 14 Pro 5G 8/256,36591.0,1,0,0,1
3543,2024-09-24,Inside Rangamati,42,M,Note 14 Pro 5G 8/256,36786.0,0,0,1,0
3544,2024-09-24,Inside Rangamati,43,F,iQOO Neo 9 Pro 5G 12/256,40760.0,0,1,0,1
3545,2024-09-24,Outside Rangamati,26,M,Moto G85 5G 8/128,21682.0,1,0,0,0
3546,2024-09-24,Rangamati Sadar,41,M,iQOO Z7 5G 6/128,20245.0,0,0,0,0
3547,2024-09-24,Outside Rangamati,40,M,Pixel 7a 8/128,18277.0,1,0,0,1
3548,2024-09-25,Rangamati Sadar,34,M,Moto G85 5G 8/128,24586.0,0,0,1,1
3549,2024-09-25,Outside Rangamati,23,M,Galaxy S24 Ultra 12/256,14004.0,0,1,0,1
3550,2024-09-25,Rangamati Sadar,35,M,Galaxy S24 Ultra 12/256,22426.0,0,0,0,0
3551,2024-09-25,Rangamati Sadar,38,F,iQOO Neo 9 Pro 5G 12/256,40092.0,1,1,0,1
3552,2024-09-25,Rangamati Sadar,40,M,Pixel 8 Pro 12/256,16163.0,0,0,0,0
3553,2024-09-25,Outside Rangamati,37,F,Moto G85 5G 8/128,24349.0,0,0,0,1
3554,2024-09-25,Inside Rangamati,49,M,iQOO Z7 5G 6/128,26585.0,0,1,1,1
3555,2024-09-25,Inside Rangamati,20,M,iQOO Z7 5G 6/128,21245.0,0,0,0,0
3556,2024-09-25,Rangamati Sadar,36,M,Galaxy M35 5G 8/128,26602.0,1,1,1,1
3557,2024-09-25,Rangamati Sadar,47,M,iQOO Z7 5G 6/128,14923.0,0,1,0,0
3558,2024-09-25,Rangamati Sadar,18,F,Moto G85 5G 8/128,26994.0,0,0,1,0
3559,2024-09-25,Inside Rangamati,43,F,Vivo T3x 5G 8/128,14921.0,1,1,0,1
3560,2024-09-25,Rangamati Sadar,21,M,Note 14 Pro 5G 8/256,36633.0,0,1,0,0
3561,2024-09-25,Outside Rangamati,33,F,Pixel 8 Pro 12/256,21537.0,1,0,0,1
3562,2024-09-25,Outside Rangamati,37,F,Redmi Note 12 Pro 8/128,18465.0,1,1,0,0
3563,2024-09-25,Inside Rangamati,40,M,Vivo Y200 5G 6/128,19253.0,1,1,0,0
3564,2024-09-25,Inside Rangamati,48,M,Vivo T3x 5G 8/128,26061.0,0,1,0,1
3565,2024-09-25,Inside Rangamati,41,M,R-70 Turbo 5G 6/128,14664.0,0,0,1,0
3566,2024-09-25,Inside Rangamati,47,F,Vivo T3x 5G 8/128,14464.0,1,1,1,1
3567,2024-09-25,Rangamati Sadar,39,F,Moto G85 5G 8/128,24752.0,1,1,1,1
3568,2024-09-25,Rangamati Sadar,25,F,iQOO Neo 9 Pro 5G 12/256,40599.0,1,0,0,1
3569,2024-09-25,Rangamati Sadar,21,M,R-70 Turbo 5G 6/128,24646.0,0,0,0,1
3570,2024-09-25,Inside Rangamati,42,M,Vivo T3x 5G 8/128,15063.0,0,0,0,1
3571,2024-09-25,Inside Rangamati,45,M,Pixel 7a 8/128,23163.0,0,1,0,1
3572,2024-09-25,Rangamati Sadar,37,F,iQOO Neo 9 Pro 5G 12/256,16763.0,0,1,0,1
3573,2024-09-25,Inside Rangamati,25,F,Galaxy A55 5G 8/128,39116.0,0,0,0,0
3574,2024-09-25,Rangamati Sadar,49,M,iQOO Z7 5G 6/128,24635.0,1,0,0,0
3575,2024-09-25,Inside Rangamati,39,F,Galaxy M35 5G 8/128,23957.0,1,0,0,1
3576,2024-09-25,Inside Rangamati,18,F,Note 11S 6/128,13934.0,0,0,1,1
3577,2024-09-25,Inside Rangamati,36,M,Narzo N53 4/64,13942.0,1,1,0,1
3578,2024-09-25,Outside Rangamati,34,M,Galaxy M35 5G 8/128,26035.0,0,0,0,0
3579,2024-09-25,Inside Rangamati,35,M,Galaxy M35 5G 8/128,18538.0,1,1,1,1
3580,2024-09-25,Outside Rangamati,50,M,Vivo Y200 5G 6/128,16830.0,0,1,0,0
3581,2024-09-25,Rangamati Sadar,46,M,Redmi Note 12 Pro 8/128,14278.0,0,0,1,0
3582,2024-09-25,Outside Rangamati,21,M,Narzo N53 4/64,18762.0,0,0,0,0
3583,2024-09-25,Outside Rangamati,37,M,iQOO Neo 9 Pro 5G 12/256,14715.0,1,0,0,0
3584,2024-09-25,Inside Rangamati,30,M,Moto G85 5G 8/128,26634.0,0,0,0,0
3585,2024-09-25,Inside Rangamati,35,M,iPhone 16 Pro 256GB,25255.0,1,0,0,1
3586,2024-09-26,Outside Rangamati,48,M,iQOO Z7 5G 6/128,17957.0,0,0,0,1
3587,2024-09-26,Rangamati Sadar,18,F,Galaxy M35 5G 8/128,26908.0,0,1,0,1
3588,2024-09-26,Outside Rangamati,39,F,Vivo T3x 5G 8/128,25740.0,0,1,1,0
3589,2024-09-26,Rangamati Sadar,50,F,Galaxy A55 5G 8/128,26101.0,0,1,0,1
3590,2024-09-26,Rangamati Sadar,43,M,Galaxy S24 Ultra 12/256,12812.0,0,0,0,0
3591,2024-09-26,Outside Rangamati,47,M,Galaxy M35 5G 8/128,16648.0,1,1,0,1
3592,2024-09-26,Inside Rangamati,26,M,Galaxy S24 Ultra 12/256,19705.0,0,0,1,0
3593,2024-09-26,Rangamati Sadar,35,M,Note 14 Pro 5G 8/256,17960.0,0,0,0,1
3594,2024-09-26,Inside Rangamati,31,F,Vivo T3x 5G 8/128,26201.0,0,1,0,1
3595,2024-09-26,Outside Rangamati,50,M,Pixel 7a 8/128,14513.0,1,0,0,1
3596,2024-09-26,Rangamati Sadar,28,F,Galaxy A55 5G 8/128,19296.0,0,1,0,1
3597,2024-09-26,Rangamati Sadar,23,F,Narzo N53 4/64,14037.0,0,0,0,1
3598,2024-09-26,Rangamati Sadar,24,M,Galaxy A55 5G 8/128,14080.0,0,1,1,1
3599,2024-09-26,Inside Rangamati,20,M,Redmi Note 12 Pro 8/128,27084.0,0,1,0,0
3600,2024-09-26,Rangamati Sadar,26,M,Redmi Note 12 Pro 8/128,16498.0,0,0,0,0
3601,2024-09-26,Rangamati Sadar,44,M,Redmi Note 12 Pro 8/128,25075.0,1,1,1,1
3602,2024-09-26,Outside Rangamati,33,M,Note 11S 6/128,18058.0,0,1,0,1
3603,2024-09-26,Rangamati Sadar,31,F,Moto G85 5G 8/128,12980.0,1,1,0,1
3604,2024-09-26,Outside Rangamati,39,F,iPhone 16 Pro Max 1TB,69031.0,1,0,0,0
3605,2024-09-26,Rangamati Sadar,35,M,iPhone 16 Pro 256GB,20263.0,0,1,1,1
3606,2024-09-26,Outside Rangamati,19,F,Narzo N53 4/64,13154.0,0,1,0,1
3607,2024-09-26,Rangamati Sadar,29,M,R-70 Turbo 5G 6/128,21582.0,1,0,0,1
3608,2024-09-26,Inside Rangamati,48,F,Narzo N53 4/64,21474.0,1,0,0,0
3609,2024-09-26,Rangamati Sadar,43,M,Pixel 8 Pro 12/256,14694.0,0,1,0,1
3610,2024-09-27,Rangamati Sadar,45,M,iQOO Neo 9 Pro 5G 12/256,19611.0,0,1,0,0
3611,2024-09-27,Inside Rangamati,31,M,Pixel 7a 8/128,44726.0,0,0,0,0
3612,2024-09-27,Rangamati Sadar,39,F,Note 11S 6/128,18729.0,1,0,0,0
3613,2024-09-27,Inside Rangamati,37,F,Galaxy M35 5G 8/128,22870.0,0,0,0,1
3614,2024-09-27,Inside Rangamati,18,M,iQOO Z7 5G 6/128,15233.0,0,0,0,1
3615,2024-09-27,Inside Rangamati,30,M,Redmi Note 12 Pro 8/128,27086.0,0,0,0,0
3616,2024-09-27,Outside Rangamati,44,M,Moto G85 5G 8/128,13331.0,1,0,0,0
3617,2024-09-27,Inside Rangamati,29,F,Pixel 8 Pro 12/256,16522.0,0,1,0,1
3618,2024-09-27,Outside Rangamati,38,M,iQOO Neo 9 Pro 5G 12/256,25684.0,1,0,0,1
3619,2024-09-27,Inside Rangamati,45,M,Note 14 Pro 5G 8/256,36138.0,1,1,0,0
3620,2024-09-27,Outside Rangamati,30,M,Pixel 8 Pro 12/256,15504.0,1,0,0,1
3621,2024-09-27,Outside Rangamati,46,M,Note 14 Pro 5G 8/256,36999.0,0,1,0,1
3622,2024-09-27,Outside Rangamati,44,F,Pixel 8 Pro 12/256,19330.0,0,1,1,1
3623,2024-09-27,Outside Rangamati,39,F,iQOO Z7 5G 6/128,13623.0,1,0,0,1
3624,2024-09-27,Rangamati Sadar,20,M,iPhone 16 Pro Max 1TB,19597.0,0,0,0,0
3625,2024-09-27,Inside Rangamati,32,F,Pixel 8 Pro 12/256,67927.0,0,0,1,1
3626,2024-09-27,Outside Rangamati,26,F,Moto G85 5G 8/128,15460.0,0,0,0,1
3627,2024-09-27,Outside Rangamati,41,M,iQOO Neo 9 Pro 5G 12/256,40782.0,0,0,0,1
3628,2024-09-27,Rangamati Sadar,38,F,Redmi Note 12 Pro 8/128,18840.0,0,1,0,1
3629,2024-09-27,Outside Rangamati,48,F,Note 11S 6/128,18681.0,0,0,0,0
3630,2024-09-27,Rangamati Sadar,22,F,Vivo Y200 5G 6/128,24131.0,0,0,0,1
3631,2024-09-27,Outside Rangamati,34,F,Pixel 8 Pro 12/256,13232.0,0,0,0,1
3632,2024-09-27,Outside Rangamati,39,M,iPhone 16 Pro Max 1TB,15546.0,0,1,0,0
3633,2024-09-27,Inside Rangamati,33,M,Note 14 Pro 5G 8/256,14448.0,0,1,0,1
3634,2024-09-27,Outside Rangamati,20,F,Note 11S 6/128,18644.0,0,1,0,1
3635,2024-09-27,Rangamati Sadar,25,M,Galaxy S24 Ultra 12/256,26488.0,0,0,1,1
3636,2024-09-27,Rangamati Sadar,28,F,Note 11S 6/128,17896.0,0,0,1,1
3637,2024-09-27,Inside Rangamati,28,F,Galaxy A55 5G 8/128,26663.0,0,1,0,0
3638,2024-09-27,Outside Rangamati,21,M,Pixel 8 Pro 12/256,14920.0,0,1,0,1
3639,2024-09-27,Outside Rangamati,49,F,Pixel 7a 8/128,44675.0,0,1,1,0
3640,2024-09-27,Outside Rangamati,37,M,Vivo T3x 5G 8/128,25789.0,0,1,0,0
3641,2024-09-28,Outside Rangamati,18,F,Galaxy M35 5G 8/128,26481.0,0,0,1,1
3642,2024-09-28,Outside Rangamati,46,F,Vivo T3x 5G 8/128,25420.0,0,1,0,1
3643,2024-09-28,Rangamati Sadar,36,F,Galaxy M35 5G 8/128,14048.0,1,0,0,0
3644,2024-09-28,Outside Rangamati,48,F,Note 11S 6/128,15294.0,0,0,0,0
3645,2024-09-28,Rangamati Sadar,30,F,Note 11S 6/128,17304.0,0,0,1,0
3646,2024-09-28,Inside Rangamati,34,F,Pixel 8 Pro 12/256,25695.0,0,1,0,1
3647,2024-09-28,Outside Rangamati,34,M,Narzo N53 4/64,21097.0,1,1,0,1
3648,2024-09-28,Rangamati Sadar,41,M,Vivo Y200 5G 6/128,23783.0,0,0,1,0
3649,2024-09-28,Outside Rangamati,19,M,Vivo T3x 5G 8/128,24796.0,0,1,0,1
3650,2024-09-28,Inside Rangamati,40,M,Pixel 8 Pro 12/256,13315.0,0,0,0,1
3651,2024-09-28,Inside Rangamati,33,F,Vivo T3x 5G 8/128,25654.0,0,0,1,1
3652,2024-09-28,Inside Rangamati,26,F,Vivo Y200 5G 6/128,25025.0,0,1,0,1
3653,2024-09-28,Outside Rangamati,40,M,Redmi Note 12 Pro 8/128,14422.0,0,0,1,1
3654,2024-09-28,Outside Rangamati,34,M,iPhone 16 Pro 256GB,25230.0,1,0,0,1
3655,2024-09-28,Rangamati Sadar,27,M,R-70 Turbo 5G 6/128,24303.0,0,0,1,1
3656,2024-09-28,Outside Rangamati,33,F,Galaxy A55 5G 8/128,14737.0,0,1,1,0
3657,2024-09-28,Inside Rangamati,25,M,R-70 Turbo 5G 6/128,26495.0,0,1,0,0
3658,2024-09-28,Rangamati Sadar,27,M,Galaxy S24 Ultra 12/256,57624.0,0,0,0,1
3659,2024-09-28,Rangamati Sadar,19,M,Vivo T3x 5G 8/128,22277.0,1,0,0,1
3660,2024-09-28,Inside Rangamati,22,M,Redmi Note 12 Pro 8/128,22971.0,1,1,0,1
3661,2024-09-28,Inside Rangamati,40,M,iQOO Z7 5G 6/128,26681.0,1,0,1,1
3662,2024-09-28,Inside Rangamati,37,M,Galaxy A55 5G 8/128,24920.0,1,0,0,1
3663,2024-09-28,Outside Rangamati,21,M,R-70 Turbo 5G 6/128,24911.0,1,0,1,0
3664,2024-09-28,Outside Rangamati,46,M,Galaxy S24 Ultra 12/256,29590.0,0,1,0,1
3665,2024-09-28,Inside Rangamati,24,F,Pixel 8 Pro 12/256,19834.0,0,0,0,1
3666,2024-09-28,Inside Rangamati,30,F,Vivo Y200 5G 6/128,22950.0,1,1,0,1
3667,2024-09-28,Outside Rangamati,37,M,iPhone 16 Pro Max 1TB,20631.0,1,0,1,0
3668,2024-09-29,Outside Rangamati,21,M,R-70 Turbo 5G 6/128,24624.0,1,1,0,1
3669,2024-09-29,Rangamati Sadar,23,M,Galaxy M35 5G 8/128,14785.0,0,1,0,0
3670,2024-09-29,Outside Rangamati,20,F,Note 11S 6/128,26358.0,0,1,1,0
3671,2024-09-29,Rangamati Sadar,39,M,Vivo T3x 5G 8/128,17706.0,1,1,0,0
3672,2024-09-29,Outside Rangamati,48,M,Redmi Note 12 Pro 8/128,17471.0,0,0,0,1
3673,2024-09-29,Inside Rangamati,24,F,Vivo Y200 5G 6/128,14738.0,0,1,0,1
3674,2024-09-29,Rangamati Sadar,42,F,Pixel 8 Pro 12/256,20968.0,0,1,0,1
3675,2024-09-29,Rangamati Sadar,41,F,iQOO Neo 9 Pro 5G 12/256,23678.0,0,1,0,1
3676,2024-09-29,Rangamati Sadar,18,M,Galaxy M35 5G 8/128,22042.0,0,0,0,1
3677,2024-09-29,Outside Rangamati,47,M,Note 14 Pro 5G 8/256,18203.0,0,1,0,0
3678,2024-09-29,Inside Rangamati,46,F,iPhone 16 Pro Max 1TB,18636.0,1,1,0,0
3679,2024-09-29,Outside Rangamati,43,M,iPhone 16 Pro Max 1TB,199933.0,1,1,0,0
3680,2024-09-29,Outside Rangamati,24,M,R-70 Turbo 5G 6/128,17409.0,1,1,0,0
3681,2024-09-29,Inside Rangamati,26,F,iQOO Z7 5G 6/128,19263.0,1,1,0,1
3682,2024-09-29,Rangamati Sadar,50,M,iQOO Z7 5G 6/128,13081.0,0,0,0,0
3683,2024-09-29,Rangamati Sadar,31,F,Narzo N53 4/64,16995.0,0,1,0,0
3684,2024-09-29,Inside Rangamati,24,F,Galaxy A55 5G 8/128,21833.0,1,1,0,1
3685,2024-09-29,Rangamati Sadar,30,F,Galaxy S24 Ultra 12/256,22995.0,0,1,0,0
3686,2024-09-29,Inside Rangamati,26,F,Pixel 7a 8/128,21778.0,0,1,1,0
3687,2024-09-29,Outside Rangamati,49,F,iQOO Z7 5G 6/128,23672.0,0,0,0,0
3688,2024-09-29,Outside Rangamati,43,F,Note 14 Pro 5G 8/256,36787.0,0,0,0,0
3689,2024-09-29,Rangamati Sadar,22,M,iPhone 16 Pro Max 1TB,13843.0,0,0,0,1
3690,2024-09-29,Rangamati Sadar,49,F,Vivo T3x 5G 8/128,19377.0,1,1,1,1
3691,2024-09-29,Rangamati Sadar,20,M,R-70 Turbo 5G 6/128,24450.0,0,0,0,1
3692,2024-09-29,Outside Rangamati,20,F,Note 11S 6/128,21682.0,0,1,0,1
3693,2024-09-29,Inside Rangamati,42,F,Redmi Note 12 Pro 8/128,27829.0,0,0,0,1
3694,2024-09-29,Rangamati Sadar,37,M,Pixel 7a 8/128,19315.0,0,0,0,0
3695,2024-09-29,Rangamati Sadar,20,F,Narzo N53 4/64,15065.0,0,1,1,1
3696,2024-09-29,Inside Rangamati,23,F,Pixel 8 Pro 12/256,15129.0,0,1,0,0
3697,2024-09-29,Outside Rangamati,43,F,Pixel 8 Pro 12/256,17350.0,1,1,1,0
3698,2024-09-29,Inside Rangamati,37,F,Narzo N53 4/64,16144.0,0,1,1,0
3699,2024-09-29,Inside Rangamati,22,F,iQOO Neo 9 Pro 5G 12/256,12708.0,0,0,0,1
3700,2024-09-29,Outside Rangamati,42,M,Galaxy M35 5G 8/128,25871.0,0,1,0,1
3701,2024-09-29,Outside Rangamati,18,M,Note 14 Pro 5G 8/256,19038.0,0,0,0,0
3702,2024-09-29,Outside Rangamati,20,F,Note 14 Pro 5G 8/256,23242.0,1,0,0,0
3703,2024-09-29,Rangamati Sadar,29,F,Note 14 Pro 5G 8/256,14821.0,0,0,1,0
3704,2024-09-29,Outside Rangamati,22,M,Vivo Y200 5G 6/128,21807.0,0,0,0,1
3705,2024-09-29,Rangamati Sadar,20,M,Redmi Note 12 Pro 8/128,18370.0,1,0,0,1
3706,2024-09-29,Outside Rangamati,39,F,Galaxy M35 5G 8/128,19836.0,0,0,0,0
3707,2024-09-29,Outside Rangamati,38,M,Narzo N53 4/64,16328.0,0,0,0,0
3708,2024-09-30,Outside Rangamati,33,F,Narzo N53 4/64,44006.0,1,1,1,0
3709,2024-09-30,Rangamati Sadar,29,F,iPhone 16 Pro Max 1TB,200262.0,0,0,0,1
3710,2024-09-30,Rangamati Sadar,33,F,Galaxy A55 5G 8/128,15104.0,0,1,0,0
3711,2024-09-30,Rangamati Sadar,29,M,iPhone 16 Pro 256GB,26348.0,0,1,0,0
3712,2024-09-30,Rangamati Sadar,42,F,iPhone 16 Pro 256GB,59285.0,0,0,1,0
3713,2024-09-30,Rangamati Sadar,25,M,Pixel 8 Pro 12/256,26463.0,1,0,0,1
3714,2024-09-30,Outside Rangamati,18,M,Pixel 8 Pro 12/256,21792.0,0,0,0,0
3715,2024-09-30,Outside Rangamati,37,F,iQOO Neo 9 Pro 5G 12/256,25713.0,0,0,0,0
3716,2024-09-30,Rangamati Sadar,30,F,Narzo N53 4/64,19040.0,0,1,0,0
3717,2024-09-30,Outside Rangamati,50,M,iPhone 16 Pro 256GB,72166.0,0,0,0,0
3718,2024-09-30,Rangamati Sadar,38,F,R-70 Turbo 5G 6/128,21930.0,0,1,0,0
3719,2024-09-30,Outside Rangamati,50,M,Galaxy S24 Ultra 12/256,16287.0,0,0,0,0
3720,2024-09-30,Rangamati Sadar,24,M,Pixel 7a 8/128,24996.0,0,0,1,1
3721,2024-09-30,Inside Rangamati,18,M,Moto G85 5G 8/128,26339.0,0,1,0,0
3722,2024-09-30,Outside Rangamati,32,M,Galaxy S24 Ultra 12/256,26922.0,0,0,0,1
3723,2024-09-30,Outside Rangamati,49,F,iQOO Z7 5G 6/128,20894.0,0,1,0,0
3724,2024-09-30,Outside Rangamati,19,M,Moto G85 5G 8/128,25981.0,1,0,0,1
3725,2024-09-30,Rangamati Sadar,45,F,R-70 Turbo 5G 6/128,24376.0,0,0,0,1
3726,2024-09-30,Outside Rangamati,18,F,Note 14 Pro 5G 8/256,13951.0,0,1,0,1
3727,2024-09-30,Rangamati Sadar,38,F,Moto G85 5G 8/128,23319.0,0,1,0,1
3728,2024-09-30,Outside Rangamati,34,M,Vivo Y200 5G 6/128,18624.0,0,0,0,0
3729,2024-09-30,Outside Rangamati,49,F,Galaxy M35 5G 8/128,23979.0,1,0,0,1
3730,2024-09-30,Inside Rangamati,36,M,Redmi Note 12 Pro 8/128,27968.0,1,1,0,0
3731,2024-09-30,Rangamati Sadar,24,F,Galaxy M35 5G 8/128,24818.0,1,0,0,0
3732,2024-09-30,Inside Rangamati,35,M,iPhone 16 Pro Max 1TB,12988.0,1,1,0,0
3733,2024-09-30,Outside Rangamati,45,F,iPhone 16 Pro Max 1TB,23668.0,0,1,0,1
3734,2024-09-30,Rangamati Sadar,23,F,Note 11S 6/128,12803.0,0,1,1,1
3735,2024-09-30,Outside Rangamati,49,M,R-70 Turbo 5G 6/128,23892.0,0,1,1,1
3736,2024-09-30,Rangamati Sadar,27,F,Vivo Y200 5G 6/128,23466.0,1,1,0,0
3737,2024-09-30,Rangamati Sadar,19,F,Pixel 8 Pro 12/256,16804.0,0,1,0,0
3738,2024-09-30,Outside Rangamati,19,M,Redmi Note 12 Pro 8/128,18717.0,0,0,0,1
3739,2024-09-30,Inside Rangamati,48,F,iQOO Neo 9 Pro 5G 12/256,19284.0,1,1,1,1
3740,2024-09-30,Outside Rangamati,26,F,Narzo N53 4/64,15916.0,0,1,1,1
3741,2024-10-01,Rangamati Sadar,33,M,Redmi Note 12 Pro 8/128,22121.0,0,1,0,0
3742,2024-10-01,Outside Rangamati,25,M,Narzo N53 4/64,14793.0,0,1,0,1
3743,2024-10-01,Inside Rangamati,23,F,Narzo N53 4/64,26705.0,1,0,1,0
3744,2024-10-01,Inside Rangamati,22,M,Narzo N53 4/64,15104.0,0,0,0,0
3745,2024-10-01,Inside Rangamati,27,M,Galaxy S24 Ultra 12/256,31971.0,1,1,0,1
3746,2024-10-01,Outside Rangamati,40,F,Vivo T3x 5G 8/128,24512.0,1,0,0,0
3747,2024-10-01,Outside Rangamati,40,F,R-70 Turbo 5G 6/128,21829.0,0,0,0,0
3748,2024-10-01,Inside Rangamati,45,M,Pixel 8 Pro 12/256,111837.0,0,1,0,1
3749,2024-10-01,Outside Rangamati,44,F,iQOO Neo 9 Pro 5G 12/256,18733.0,1,1,0,1
3750,2024-10-01,Inside Rangamati,27,F,Narzo N53 4/64,13062.0,0,1,0,0
3751,2024-10-01,Outside Rangamati,20,M,Pixel 7a 8/128,20517.0,0,0,0,1
3752,2024-10-01,Outside Rangamati,37,M,Vivo T3x 5G 8/128,25920.0,1,0,0,1
3753,2024-10-01,Outside Rangamati,33,F,Galaxy S24 Ultra 12/256,24083.0,1,0,0,1
3754,2024-10-01,Outside Rangamati,38,M,Redmi Note 12 Pro 8/128,13093.0,0,0,1,1
3755,2024-10-01,Inside Rangamati,29,M,Galaxy S24 Ultra 12/256,24238.0,0,0,0,0
3756,2024-10-01,Rangamati Sadar,39,M,iQOO Z7 5G 6/128,22731.0,0,0,1,1
3757,2024-10-01,Rangamati Sadar,22,F,iPhone 16 Pro Max 1TB,21016.0,0,0,0,0
3758,2024-10-01,Inside Rangamati,24,F,Note 14 Pro 5G 8/256,36572.0,0,0,0,1
3759,2024-10-01,Inside Rangamati,43,F,Note 11S 6/128,15029.0,1,0,1,1
3760,2024-10-01,Rangamati Sadar,20,F,iQOO Z7 5G 6/128,21705.0,0,0,0,1
3761,2024-10-01,Inside Rangamati,44,M,Pixel 8 Pro 12/256,13691.0,0,1,1,1
3762,2024-10-01,Rangamati Sadar,42,F,Note 14 Pro 5G 8/256,14849.0,0,1,0,0
3763,2024-10-01,Rangamati Sadar,35,M,iPhone 16 Pro Max 1TB,14134.0,0,1,0,1
3764,2024-10-01,Rangamati Sadar,27,M,iPhone 16 Pro Max 1TB,23301.0,0,1,0,1
3765,2024-10-01,Rangamati Sadar,46,F,Redmi Note 12 Pro 8/128,20411.0,1,0,0,1
3766,2024-10-01,Outside Rangamati,36,F,iPhone 16 Pro 256GB,20313.0,1,1,0,1
3767,2024-10-01,Inside Rangamati,35,F,Narzo N53 4/64,24718.0,0,1,0,1
3768,2024-10-01,Inside Rangamati,26,F,Narzo N53 4/64,13374.0,0,1,0,1
3769,2024-10-01,Inside Rangamati,23,M,Galaxy M35 5G 8/128,19509.0,1,0,0,1
3770,2024-10-01,Outside Rangamati,45,M,Vivo Y200 5G 6/128,24192.0,0,0,1,0
